trained_on,model,all,cosmosqa,drop,mcscript,narrativeqa,quoref,socialiqa
drop,avg-all,-2.000027723490064,-1.5476162933777489,-1.354378679809082,-2.68098646253516,-2.0257103851312794,-2.590743652409124,-1.7434474755021654
drop,l1-018,0.32012430162488026,0.4886703521625704,0.40401280062681166,0.07523715767976069,0.2839335081364085,0.6554886318750026,0.3707900594432004
drop,lr,0.31256296980724574,0.5245728129861345,0.47902984005774674,0.09835057628069654,0.22840088705399364,0.5402021676076341,0.35716840009538675
drop,rf,0.2618112341209998,0.4438980896608359,0.3510364768302593,0.04974137686807645,0.24143353017366442,0.3955404302212703,0.28608031198197814
mcscript,avg-MRB,-4.229819205752014,-5.328004623695449,-3.739410431716541,-3.429702748407208,-3.2689895981200507,-6.997890007294542,-5.046952505283922
mcscript,avg-all,-3.618429967296583,-6.18225401497142,-3.9581306209775367,-2.463983868462053,-2.938177968552757,-4.30533707609551,-3.7022508357146693
mcscript,l1-018,0.38723491143252675,0.4037200320713129,-0.14003443010211258,0.3234315465514702,0.43059854353597293,0.08246300189523015,0.4680650517502015
mcscript,lr,0.4061526856038914,0.5579901286686473,-0.2620625015397722,0.38621352115063834,0.45815528752936874,-0.7906209940609958,0.5137189931155098
mcscript,rf,0.4299436102635602,0.528917726812256,-0.08054578576610427,0.4290671168950967,0.47562289237838806,0.012327384075820347,0.40254257345837663
narrativeqa,avg-MRB,-3.636392272416203,-2.7507691412046413,-2.982165632988938,-4.302192096688526,-3.1355823955745814,-8.004111033068973,-3.6309186792348314
narrativeqa,avg-all,-2.3862711206301594,-1.6429365834481953,-2.4971153115412204,-3.1866053076434646,-2.4325545600830374,-2.7956852738321305,-2.1900102786138045
narrativeqa,l1-018,0.3958523252680711,0.4067697705132338,0.0036315481490426516,0.2820342755124986,0.4416163024362283,0.27261586592200593,0.4844296565570654
narrativeqa,lr,0.4187385458446351,0.48336705675629,-0.3191635192810831,0.358273747078272,0.5001767600571061,-0.3244733543508205,0.5275765879247112
narrativeqa,rf,0.3805851541709655,0.39912377884268013,-0.008805578911195155,0.3138432786420813,0.5109160027701816,0.02616350673702028,0.3734128354092583
quoref,avg-MRB,-3.5612543771707914,-4.746372335791828,-3.172971660596419,-2.737264558883,-2.6821515516571637,-5.657221248094727,-4.331942645954139
quoref,avg-all,-2.6905342857004033,-3.553244428002021,-1.9514831033408586,-2.5082201943444353,-2.5805026744189954,-3.1171580194369444,-2.56810056922676
quoref,l1-018,0.3171568102673623,0.5197475931262105,0.4027009830486471,0.04489255431864303,0.25591046928697647,0.658259925889922,0.39408747540705136
quoref,lr,0.3551225040780156,0.5826743979432134,0.42974169631294756,0.0708597123429322,0.289930090601779,0.6620885838289885,0.43967882399339386
quoref,rf,0.3233514467190872,0.5319679985570281,0.44829654033024124,0.0420385280444352,0.3116472115928066,0.5738054151113083,0.3704456772736294
socialiqa,avg-MRB,-3.557120191878046,-2.1618859480875314,-2.880365910395961,-4.593379465667968,-3.2088449935303656,-7.965178158120304,-3.38602280094529
socialiqa,avg-all,-2.2372626411825762,-0.9573266764740636,-3.5203441453998945,-3.178133966953082,-2.4523530912524123,-2.957862844896815,-1.951428698174328
socialiqa,l1-018,0.3946592242920597,0.6739543434790503,0.1770577570688251,0.12419192366901388,0.2848588956463144,0.15768511485871972,0.6028865080059764
socialiqa,lr,0.42184099830490274,0.7121583558290507,-0.45605015747694755,0.26213030993428854,0.3996073116058121,-0.566509358550199,0.6265404309391551
socialiqa,rf,0.42656310490772886,0.6941241690680152,0.07636742153641785,0.23707846643534247,0.3188630009036043,-0.08101393673493074,0.6223207118549652
